Thresholds;0.1;0.4;0.7
n;3;4
epochs;20;40
3Accuracy for N=3...
Accuracy[row: threshold][column: learning epoch number];...
0.1;0.4386161625385284;0.42074647545814514
0.8;0.5303084015846252;0.5008954644203186
0.3;0.6610631704330444;0.612572067975998

4Accuracy for N=4...
Accuracy[row: threshold][column: learning epoch number];...
0.1;0.36573371291160583;0.35607805848121643
0.8;0.5613836288452149;0.5166465878486634
0.3;0.6701547026634216;0.6765933036804199

----------------Hitrates--------------------
Hitrate for N=3...
Hitrate[row: threshold][column: learning epoch number];...
;0.6216093301773071;0.6558727860450745
;0.5003893733024597;0.45859832167625425
;0.3438676118850708;0.35931212902069093

Hitrate for N=4...
Hitrate[row: threshold][column: learning epoch number];...
;0.7835171818733215;0.7988968253135681
;0.5267358779907226;0.5835820853710174
;0.37852043807506563;0.38436080515384674

